inventory_id,snapshot_month,item_type,item_id,item_code,item_name,warehouse_id,warehouse_name,batch_number,quantity,unit_price,total_price,earliest_storage_date,max_storage_age,storage_reason,storage_note,consumption_path,created_date,status
INV0000030,2022-06,Material,M0009,PART-RC-ADV,高级遥控器,WH003,配件仓,BN230501-001,2226,2933.62,6530238.12,2023-01-19,106,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000031,2022-06,Material,M0010,ASSY-BODY-CF-01,碳纤维机身总成,WH002,电子材料仓,BN230501-001,2947,2052.57,6048923.79,2023-02-09,73,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000032,2022-06,Material,M0011,ASSY-FC-ADV,高级飞控总成,WH002,电子材料仓,BN230501-001,2905,1056.53,3069219.65,2023-03-09,48,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000033,2022-06,Material,M0012,PART-CAM-GIMBAL-1INCH,1英寸三轴云台相机,WH002,电子材料仓,BN230501-001,1037,2356.62,2443814.94,2023-02-18,61,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000034,2022-06,Material,M0013,ASSY-PWR-EFF,高效动力系统总成,WH002,电子材料仓,BN230501-001,4563,529.64,2416747.32,2023-01-04,107,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000035,2022-06,Material,M0014,PART-BAT-4S-5200,高容智能电池4S5200mAh,WH003,配件仓,BN230501-001,1321,3448.22,4555098.62,2023-01-13,105,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000036,2022-06,Material,M0015,PART-RC-PRO,专业遥控器,WH003,配件仓,BN230501-001,3222,1835.13,5912788.86,2023-03-06,53,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000037,2022-06,Material,M0016,PART-AVOID-VISION,视觉避障系统,WH002,电子材料仓,BN230501-001,3150,1226.13,3862309.5,2023-02-16,63,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000038,2022-06,Material,M0017,PART-CAM-ZOOM,变焦相机模组,WH002,电子材料仓,BN230501-001,843,3566.59,3006635.37,2023-04-23,14,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000039,2022-06,Material,M0018,PART-AVOID-ENHANCED,增强避障系统（视觉+红外）,WH002,电子材料仓,BN230501-001,2312,2818.98,6517481.76,2023-01-01,115,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000040,2022-06,Material,M0019,VIRT-CAM-SEL,相机配置选择件,WH002,电子材料仓,BN230501-001,2386,1630.31,3889919.66,2023-02-01,93,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000041,2022-06,Material,M0020,ASSY-BODY-IND-01,工业级强化机身总成,WH002,电子材料仓,BN230501-001,2628,2307.67,6064556.76,2023-04-04,15,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000042,2022-06,Material,M0021,ASSY-FC-RTK,RTK高精度飞控总成,WH002,电子材料仓,BN230501-001,5122,3613.27,18507168.94,2023-01-02,133,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000043,2022-06,Material,M0022,PART-CAM-FPV,FPV图传相机,WH002,电子材料仓,BN230501-001,1428,907.9,1296481.2,2023-01-17,90,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000044,2022-06,Material,M0023,ASSY-PWR-TQ,高扭矩动力系统总成,WH002,电子材料仓,BN230501-001,3990,3081.04,12293349.6,2023-01-03,116,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000045,2022-06,Material,M0024,ASSY-BAT-DUAL,双电池冗余系统,WH003,配件仓,BN230501-001,4246,3120.23,13248496.58,2023-02-19,66,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000046,2022-06,Material,M0025,PART-RC-IND,工业遥控器,WH003,配件仓,BN230501-001,2198,802.22,1763279.56,2023-01-17,110,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000047,2022-06,Material,M0026,PART-SPRAYER-16L,16升智能喷洒系统,WH003,配件仓,BN230501-001,5211,4786.54,24942659.94,2023-02-16,79,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000048,2022-06,Material,M0027,PART-RADAR-ALT,雷达测高仪,WH002,电子材料仓,BN230501-001,3289,108.12,355606.68,2023-02-21,77,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000049,2022-06,Material,M0028,PART-CAM-SURVEY-42MP,4200万像素测绘相机,WH002,电子材料仓,BN230501-001,1451,5095.47,7393526.97,2023-01-02,113,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000050,2022-06,Material,M0029,PART-LIDAR,激光雷达模块,WH002,电子材料仓,BN230501-001,4906,287.17,1408856.02,2023-03-25,40,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000051,2022-06,Material,M0030,PART-CAM-THERMAL,红外热成像相机,WH002,电子材料仓,BN230501-001,804,434.62,349434.48,2023-04-14,5,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000052,2022-06,Material,M0031,PART-CAM-ZOOM-30X,30倍变焦可见光相机,WH002,电子材料仓,BN230501-001,1070,4742.69,5074678.3,2023-04-16,21,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000053,2022-06,Material,M0032,PART-SPOTLIGHT-50W,50W强光照明灯,WH002,电子材料仓,BN230501-001,4570,682.41,3118613.7,2023-04-08,13,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000054,2022-06,Material,M0033,PART-FRAME-HEX-CF,六轴碳纤维机架,WH002,电子材料仓,BN230501-001,3482,836.98,2914364.36,2023-02-13,64,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000055,2022-06,Material,M0034,PART-BAT-12S-16000,12S16000mAh工业电池,WH003,配件仓,BN230501-001,888,2203.9,1957063.2,2023-02-06,76,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000056,2022-06,Material,M0035,PART-SPRAYER-20L,20升智能喷洒系统,WH003,配件仓,BN230501-001,3528,3867.84,13645739.52,2023-02-14,85,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000057,2022-06,Material,M0036,PART-FRAME-HEX-CF-HD,六轴重载碳纤维机架,WH002,电子材料仓,BN230501-001,3571,1513.99,5406458.29,2023-01-23,102,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000058,2022-06,Material,M0037,PART-MOTOR-5010-PRO,5010重载无刷电机,WH004,机电仓,BN230501-001,2569,1958.19,5030590.11,2023-01-31,103,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000059,2022-06,Material,M0038,PART-ESC-60A,60A电调,WH004,机电仓,BN230501-001,3450,630.46,2175087.0,2023-02-26,66,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000060,2022-06,Material,M0039,PART-PROP-3016-CF,3016碳纤螺旋桨,WH004,机电仓,BN230501-001,3070,109.63,336564.1,2023-03-12,52,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000061,2022-06,Material,M0040,PART-BAT-12S-22000,12S22000mAh重载电池,WH003,配件仓,BN230501-001,838,1140.79,955982.02,2023-02-08,75,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000062,2022-06,Material,M0041,PART-SPRAYER-30L,30升智能喷洒系统,WH003,配件仓,BN230501-001,3279,305.07,1000324.53,2023-02-03,92,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000063,2022-06,Material,M0042,COMP-FRAME-PLA,塑料机身框架,WH002,电子材料仓,BN230501-001,2224,4091.04,9098472.96,2023-04-20,16,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000064,2022-06,Material,M0043,COMP-COVER-PLA-UP,塑料上盖,WH002,电子材料仓,BN230501-001,3116,1342.57,4183448.12,2023-03-25,43,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000065,2022-06,Material,M0044,COMP-COVER-PLA-DN,塑料下盖,WH002,电子材料仓,BN230501-001,4281,656.09,2808721.29,2023-02-14,77,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000066,2022-06,Material,M0045,COMP-LG-PLA,塑料起落架,WH002,电子材料仓,BN230501-001,4172,2834.42,11825200.24,2023-02-10,72,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000067,2022-06,Material,M0046,PART-SCREW-M3-10,M3x10螺钉,WH002,电子材料仓,BN230501-001,2361,4211.04,9942265.44,2023-02-23,54,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000068,2022-06,Material,M0047,PART-DAMPER-SOFT,减震球,WH002,电子材料仓,BN230501-001,2455,3389.7,8321713.5,2023-04-12,32,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000069,2022-06,Material,M0048,COMP-FRAME-CF,碳纤维机身框架,WH002,电子材料仓,BN230501-001,2299,2382.31,5476930.69,2023-03-03,60,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000070,2022-06,Material,M0049,COMP-ARM-CF-TUBE,碳纤维机臂管,WH002,电子材料仓,BN230501-001,4104,3317.55,13615225.2,2023-01-28,107,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000071,2022-06,Material,M0050,COMP-MOTOR-MOUNT-AL,铝合金电机座,WH004,机电仓,BN230501-001,4209,2070.25,8713682.25,2023-04-17,10,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000072,2022-06,Material,M0051,COMP-LG-CF,碳纤维起落架,WH002,电子材料仓,BN230501-001,3653,533.59,1949204.27,2023-01-04,125,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000073,2022-06,Material,M0052,PART-SCREW-M3-12,M3x12螺钉,WH002,电子材料仓,BN230501-001,2202,2246.39,4946550.78,2023-02-15,64,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000074,2022-06,Material,M0053,PART-DAMPER-MED,中等硬度减震球,WH002,电子材料仓,BN230501-001,2987,2356.69,7039433.03,2023-03-20,43,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000075,2022-06,Material,M0054,COMP-FRAME-CF-IND,工业级碳纤维框架,WH002,电子材料仓,BN230501-001,3492,2158.71,7538215.32,2023-04-15,12,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000076,2022-06,Material,M0055,COMP-ARM-CF-TUBE-HD,加强型碳纤维机臂,WH002,电子材料仓,BN230501-001,4240,512.78,2174187.2,2023-02-13,75,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000077,2022-06,Material,M0056,COMP-MOTOR-MOUNT-AL-HD,重载铝合金电机座,WH004,机电仓,BN230501-001,2915,4075.94,11881365.1,2023-02-14,71,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000078,2022-06,Material,M0057,COMP-LG-AL-IND,工业铝合金起落架,WH002,电子材料仓,BN230501-001,3837,4103.7,15745896.9,2023-01-18,89,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000079,2022-06,Material,M0058,PART-SCREW-M4-16,M4x16螺钉,WH002,电子材料仓,BN230501-001,3244,2333.89,7571139.16,2023-02-21,57,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000080,2022-06,Material,M0059,PART-DAMPER-HARD,硬质减震球,WH002,电子材料仓,BN230501-001,3778,792.0,2992176.0,2023-04-17,22,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000081,2022-06,Material,M0060,COMP-FC-PCB-B1,基础飞控主板,WH002,电子材料仓,BN230501-001,2563,1285.71,3295274.73,2023-03-06,42,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000082,2022-06,Material,M0061,PART-IMU-MPU6050,MPU6050六轴传感器,WH002,电子材料仓,BN230501-001,3470,1469.07,5097672.9,2023-02-25,53,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000083,2022-06,Material,M0062,PART-BARO-MS5611,MS5611气压计,WH002,电子材料仓,BN230501-001,4975,4733.81,23550704.75,2023-01-21,104,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000084,2022-06,Material,M0063,PART-GNSS-UBLOX-M8N,uBlox M8N GPS模块,WH002,电子材料仓,BN230501-001,2807,2352.71,6604056.97,2023-01-23,110,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000085,2022-06,Material,M0064,PART-COMPASS-QMC5883,QMC5883电子罗盘,WH002,电子材料仓,BN230501-001,2646,4868.41,12881812.86,2023-03-28,46,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000086,2022-06,Material,M0065,COMP-FC-CASE-PLA,飞控塑料外壳,WH002,电子材料仓,BN230501-001,3204,307.45,985069.8,2023-02-14,74,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000087,2022-06,Material,M0066,COMP-FC-PCB-A1,高级飞控主板,WH002,电子材料仓,BN230501-001,3788,3009.27,11399114.76,2023-04-18,4,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000088,2022-06,Material,M0067,PART-IMU-ICM20689,ICM20689高精度IMU,WH002,电子材料仓,BN230501-001,4421,2650.57,11718169.97,2023-01-05,127,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000089,2022-06,Material,M0068,PART-BARO-DPS310,DPS310高精度气压计,WH002,电子材料仓,BN230501-001,2592,429.82,1114093.44,2023-02-18,69,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000090,2022-06,Material,M0069,PART-GNSS-UBLOX-M9N,uBlox M9N多频GPS,WH002,电子材料仓,BN230501-001,2021,348.75,704823.75,2023-02-07,76,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000091,2022-06,Material,M0070,PART-COMPASS-IST8310,IST8310三轴罗盘,WH002,电子材料仓,BN230501-001,3510,602.44,2114564.4,2023-03-04,49,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000092,2022-06,Material,M0071,COMP-FC-CASE-AL,飞控铝合金外壳,WH002,电子材料仓,BN230501-001,4054,2818.13,11424699.02,2023-03-24,26,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000093,2022-06,Material,M0072,COMP-FC-PCB-R1,RTK飞控主板,WH002,电子材料仓,BN230501-001,2645,2170.38,5740655.1,2023-04-14,4,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000094,2022-06,Material,M0073,PART-IMU-ADIS16505,ADIS16505工业级IMU,WH002,电子材料仓,BN230501-001,2960,1595.61,4723005.6,2023-02-17,79,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000095,2022-06,Material,M0074,PART-GNSS-RTK-F9P,ZED-F9P RTK定位模块,WH002,电子材料仓,BN230501-001,2165,3543.83,7672391.95,2023-01-29,97,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000096,2022-06,Material,M0075,PART-4G-MODULE,4G通信模块,WH002,电子材料仓,BN230501-001,2834,691.19,1958832.46,2023-03-05,42,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000097,2022-06,Material,M0076,COMP-FC-CASE-AL-IND,工业级铝合金外壳,WH002,电子材料仓,BN230501-001,4387,1652.85,7251052.95,2023-02-25,78,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000098,2022-06,Material,M0077,PART-MOTOR-2212-920KV,2212 920KV无刷电机,WH004,机电仓,BN230501-001,2102,58.23,122399.46,2023-04-15,16,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000099,2022-06,Material,M0078,PART-ESC-30A,30A电调,WH004,机电仓,BN230501-001,3306,5194.79,17173975.74,2023-02-11,77,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000100,2022-06,Material,M0079,PART-PROP-9045,9045塑料螺旋桨,WH004,机电仓,BN230501-001,2365,2441.57,5774313.05,2023-03-28,30,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000101,2022-06,Material,M0080,PART-CABLE-ESC,电调连接线,WH004,机电仓,BN230501-001,3197,4336.23,13862927.31,2023-03-11,44,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000102,2022-06,Material,M0081,PART-MOTOR-2312-960KV,2312 960KV高效电机,WH004,机电仓,BN230501-001,3162,1435.54,4539177.48,2023-03-08,61,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000103,2022-06,Material,M0082,PART-ESC-40A,40A电调,WH004,机电仓,BN230501-001,3870,3542.16,13708159.2,2023-02-14,79,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000104,2022-06,Material,M0083,PART-PROP-9450-CF,9450碳纤维螺旋桨,WH004,机电仓,BN230501-001,3853,3371.69,12991121.57,2023-01-11,102,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000105,2022-06,Material,M0084,PART-CABLE-ESC-SIL,硅胶电调线,WH004,机电仓,BN230501-001,2446,2653.06,6489384.76,2023-01-10,106,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000106,2022-06,Material,M0085,PART-MOTOR-4114-400KV,4114 400KV高扭矩电机,WH004,机电仓,BN230501-001,2102,4803.1,10096116.2,2023-04-11,21,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000107,2022-06,Material,M0086,PART-ESC-50A-FOC,50A FOC电调,WH004,机电仓,BN230501-001,2960,4524.87,13393615.2,2023-04-10,11,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000108,2022-06,Material,M0087,PART-PROP-1755-CF,1755碳纤维螺旋桨,WH004,机电仓,BN230501-001,5024,1372.31,6894485.44,2023-04-05,23,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000109,2022-06,Material,M0088,PART-CABLE-ESC-HD,加强型电调线,WH004,机电仓,BN230501-001,2661,1789.19,4761034.59,2023-01-23,101,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000110,2022-06,Material,M0089,PART-BAT-6S-10000,6S10000mAh智能电池,WH003,配件仓,BN230501-001,1295,1353.4,1752653.0,2023-01-05,120,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000111,2022-06,Material,M0090,COMP-BAT-MANAGER,双电池管理模块,WH003,配件仓,BN230501-001,2722,262.68,715014.96,2023-01-06,103,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000112,2022-06,Material,M0091,COMP-BAT-MOUNT,电池固定架,WH003,配件仓,BN230501-001,2777,1322.69,3673110.13,2023-01-08,103,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000113,2022-06,Material,M0092,PART-MCU-STM32F427,STM32F427主控芯片,WH002,电子材料仓,BN230501-001,2646,641.76,1698096.96,2023-01-16,108,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000114,2022-06,Material,M0093,PART-PCB-FC-4L,4层飞控PCB板,WH002,电子材料仓,BN230501-001,4298,3675.71,15798201.58,2023-04-04,36,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000115,2022-06,Material,M0094,PART-CRYSTAL-8M,8MHz晶振,WH002,电子材料仓,BN230501-001,3804,2888.48,10987777.92,2023-03-01,72,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000116,2022-06,Material,M0095,PART-CRYSTAL-32K,32.768KHz晶振,WH002,电子材料仓,BN230501-001,3376,3520.18,11884127.68,2023-01-01,125,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000117,2022-06,Material,M0096,PART-POWER-REG-5V,5V稳压芯片,WH002,电子材料仓,BN230501-001,3487,4025.6,14037267.2,2023-04-20,1,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000118,2022-06,Material,M0097,PART-POWER-REG-3.3V,3.3V稳压芯片,WH002,电子材料仓,BN230501-001,4070,2258.72,9192990.4,2023-04-06,22,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000119,2022-06,Material,M0098,PART-CONN-DF13-6P,DF13 6PIN连接器,WH002,电子材料仓,BN230501-001,1750,4655.17,8146547.5,2023-03-09,51,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000120,2022-06,Material,M0099,PART-RES-SMD-0402,0402贴片电阻,WH002,电子材料仓,BN230501-001,3156,205.09,647264.04,2023-01-04,106,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000121,2022-06,Material,M0100,PART-CAP-SMD-0402,0402贴片电容,WH002,电子材料仓,BN230501-001,3561,1219.64,4343138.04,2023-01-27,85,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000122,2022-06,Material,M0101,PART-MCU-STM32H743,STM32H743高性能芯片,WH002,电子材料仓,BN230501-001,2431,2772.52,6739996.12,2023-01-15,115,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000123,2022-06,Material,M0102,PART-PCB-FC-6L,6层飞控PCB板,WH002,电子材料仓,BN230501-001,3256,3605.2,11738531.2,2023-02-04,85,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000124,2022-06,Material,M0103,PART-CRYSTAL-25M,25MHz晶振,WH002,电子材料仓,BN230501-001,4906,4430.53,21736180.18,2023-03-25,33,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000125,2022-06,Material,M0104,PART-POWER-REG-5V-3A,5V 3A稳压模块,WH002,电子材料仓,BN230501-001,3443,889.54,3062686.22,2023-01-11,121,采购入库,PO-202305001,生产领用,2022-06-30,Active
INV0000126,2022-06,Material,M0105,PART-CONN-GH-1.25-6P,GH1.25 6PIN连接器,WH002,电子材料仓,BN230501-001,3497,3832.59,13402567.23,2023-04-02,23,采购入库,PO-202305001,生产领用,2022-06-30,Active
