inventory_id,snapshot_month,item_type,item_id,item_code,item_name,warehouse_id,warehouse_name,batch_number,quantity,unit_price,total_price,earliest_storage_date,max_storage_age,storage_reason,storage_note,consumption_path,created_date,status
INV0000045,2023-05,Material,M0024,ASSY-BAT-DUAL,双电池冗余系统,WH003,配件仓,BN230501-001,4167,3048.76,12704188.57,2023-02-19,71,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000046,2023-05,Material,M0025,PART-RC-IND,工业遥控器,WH003,配件仓,BN230501-001,2720,816.13,2219872.75,2023-01-17,104,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000047,2023-05,Material,M0026,PART-SPRAYER-16L,16升智能喷洒系统,WH003,配件仓,BN230501-001,4402,4593.28,20219629.73,2023-02-16,74,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000048,2023-05,Material,M0027,PART-RADAR-ALT,雷达测高仪,WH002,电子材料仓,BN230501-001,3657,107.19,391989.97,2023-02-21,69,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000049,2023-05,Material,M0028,PART-CAM-SURVEY-42MP,4200万像素测绘相机,WH002,电子材料仓,BN230501-001,1160,4926.75,5715034.27,2023-01-02,119,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000050,2023-05,Material,M0029,PART-LIDAR,激光雷达模块,WH002,电子材料仓,BN230501-001,4094,299.05,1224296.7,2023-03-25,37,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000051,2023-05,Material,M0030,PART-CAM-THERMAL,红外热成像相机,WH002,电子材料仓,BN230501-001,1131,437.41,494711.53,2023-04-14,17,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000052,2023-05,Material,M0031,PART-CAM-ZOOM-30X,30倍变焦可见光相机,WH002,电子材料仓,BN230501-001,912,4890.14,4459810.07,2023-04-16,15,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000053,2023-05,Material,M0032,PART-SPOTLIGHT-50W,50W强光照明灯,WH002,电子材料仓,BN230501-001,3518,650.67,2289069.05,2023-04-08,23,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000054,2023-05,Material,M0033,PART-FRAME-HEX-CF,六轴碳纤维机架,WH002,电子材料仓,BN230501-001,3398,833.98,2833876.02,2023-02-13,77,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000055,2023-05,Material,M0034,PART-BAT-12S-16000,12S16000mAh工业电池,WH003,配件仓,BN230501-001,1169,2121.46,2479984.78,2023-02-06,84,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000056,2023-05,Material,M0035,PART-SPRAYER-20L,20升智能喷洒系统,WH003,配件仓,BN230501-001,2844,3778.77,10746831.35,2023-02-14,76,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000057,2023-05,Material,M0036,PART-FRAME-HEX-CF-HD,六轴重载碳纤维机架,WH002,电子材料仓,BN230501-001,3848,1565.46,6023906.6,2023-01-23,98,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000058,2023-05,Material,M0037,PART-MOTOR-5010-PRO,5010重载无刷电机,WH004,机电仓,BN230501-001,2993,1873.37,5606991.34,2023-01-31,90,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000059,2023-05,Material,M0038,PART-ESC-60A,60A电调,WH004,机电仓,BN230501-001,4289,613.81,2632635.11,2023-02-26,64,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000060,2023-05,Material,M0039,PART-PROP-3016-CF,3016碳纤螺旋桨,WH004,机电仓,BN230501-001,2871,114.96,330052.91,2023-03-12,50,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000061,2023-05,Material,M0040,PART-BAT-12S-22000,12S22000mAh重载电池,WH003,配件仓,BN230501-001,1187,1108.88,1316246.2,2023-02-08,82,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000062,2023-05,Material,M0041,PART-SPRAYER-30L,30升智能喷洒系统,WH003,配件仓,BN230501-001,2549,303.78,774335.47,2023-02-03,87,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000063,2023-05,Material,M0042,COMP-FRAME-PLA,塑料机身框架,WH002,电子材料仓,BN230501-001,2541,4299.58,10925234.42,2023-04-20,11,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000064,2023-05,Material,M0043,COMP-COVER-PLA-UP,塑料上盖,WH002,电子材料仓,BN230501-001,2548,1399.6,3566184.74,2023-03-25,37,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000065,2023-05,Material,M0044,COMP-COVER-PLA-DN,塑料下盖,WH002,电子材料仓,BN230501-001,3419,670.24,2291537.31,2023-02-14,76,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000066,2023-05,Material,M0045,COMP-LG-PLA,塑料起落架,WH002,电子材料仓,BN230501-001,4364,2885.3,12591432.32,2023-02-10,80,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000067,2023-05,Material,M0046,PART-SCREW-M3-10,M3x10螺钉,WH002,电子材料仓,BN230501-001,2910,4039.41,11754683.15,2023-02-23,67,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000068,2023-05,Material,M0047,PART-DAMPER-SOFT,减震球,WH002,电子材料仓,BN230501-001,2799,3298.32,9232008.65,2023-04-12,19,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000069,2023-05,Material,M0048,COMP-FRAME-CF,碳纤维机身框架,WH002,电子材料仓,BN230501-001,3144,2340.45,7358384.53,2023-03-03,59,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000070,2023-05,Material,M0049,COMP-ARM-CF-TUBE,碳纤维机臂管,WH002,电子材料仓,BN230501-001,3931,3270.74,12857290.29,2023-01-28,93,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000071,2023-05,Material,M0050,COMP-MOTOR-MOUNT-AL,铝合金电机座,WH004,机电仓,BN230501-001,3756,2019.08,7583665.22,2023-04-17,14,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000072,2023-05,Material,M0051,COMP-LG-CF,碳纤维起落架,WH002,电子材料仓,BN230501-001,3112,555.25,1727945.69,2023-01-04,117,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000073,2023-05,Material,M0052,PART-SCREW-M3-12,M3x12螺钉,WH002,电子材料仓,BN230501-001,2802,2248.58,6300525.65,2023-02-15,75,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000074,2023-05,Material,M0053,PART-DAMPER-MED,中等硬度减震球,WH002,电子材料仓,BN230501-001,3285,2318.51,7616318.69,2023-03-20,42,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000075,2023-05,Material,M0054,COMP-FRAME-CF-IND,工业级碳纤维框架,WH002,电子材料仓,BN230501-001,4236,2221.22,9409098.16,2023-04-15,16,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000076,2023-05,Material,M0055,COMP-ARM-CF-TUBE-HD,加强型碳纤维机臂,WH002,电子材料仓,BN230501-001,4208,498.56,2097959.64,2023-02-13,77,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000077,2023-05,Material,M0056,COMP-MOTOR-MOUNT-AL-HD,重载铝合金电机座,WH004,机电仓,BN230501-001,3769,4181.78,15761119.96,2023-02-14,76,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000078,2023-05,Material,M0057,COMP-LG-AL-IND,工业铝合金起落架,WH002,电子材料仓,BN230501-001,4434,4244.99,18822293.26,2023-01-18,103,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000079,2023-05,Material,M0058,PART-SCREW-M4-16,M4x16螺钉,WH002,电子材料仓,BN230501-001,2749,2411.98,6630528.91,2023-02-21,69,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000080,2023-05,Material,M0059,PART-DAMPER-HARD,硬质减震球,WH002,电子材料仓,BN230501-001,4215,831.54,3504937.88,2023-04-17,14,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000081,2023-05,Material,M0060,COMP-FC-PCB-B1,基础飞控主板,WH002,电子材料仓,BN230501-001,2404,1333.36,3205405.28,2023-03-06,56,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000082,2023-05,Material,M0061,PART-IMU-MPU6050,MPU6050六轴传感器,WH002,电子材料仓,BN230501-001,4046,1433.39,5799510.72,2023-02-25,65,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000083,2023-05,Material,M0062,PART-BARO-MS5611,MS5611气压计,WH002,电子材料仓,BN230501-001,3862,4977.16,19221788.91,2023-01-21,100,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000084,2023-05,Material,M0063,PART-GNSS-UBLOX-M8N,uBlox M8N GPS模块,WH002,电子材料仓,BN230501-001,3567,2438.49,8698095.06,2023-01-23,98,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000085,2023-05,Material,M0064,PART-COMPASS-QMC5883,QMC5883电子罗盘,WH002,电子材料仓,BN230501-001,2798,4843.86,13553119.53,2023-03-28,34,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000086,2023-05,Material,M0065,COMP-FC-CASE-PLA,飞控塑料外壳,WH002,电子材料仓,BN230501-001,3616,314.18,1136068.67,2023-02-14,76,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000087,2023-05,Material,M0066,COMP-FC-PCB-A1,高级飞控主板,WH002,电子材料仓,BN230501-001,3058,2925.05,8944791.27,2023-04-18,13,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000088,2023-05,Material,M0067,PART-IMU-ICM20689,ICM20689高精度IMU,WH002,电子材料仓,BN230501-001,3455,2660.32,9191403.58,2023-01-05,116,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000089,2023-05,Material,M0068,PART-BARO-DPS310,DPS310高精度气压计,WH002,电子材料仓,BN230501-001,2519,409.76,1032175.9,2023-02-18,72,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000090,2023-05,Material,M0069,PART-GNSS-UBLOX-M9N,uBlox M9N多频GPS,WH002,电子材料仓,BN230501-001,2790,349.12,974057.94,2023-02-07,83,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000091,2023-05,Material,M0070,PART-COMPASS-IST8310,IST8310三轴罗盘,WH002,电子材料仓,BN230501-001,4209,608.23,2560057.76,2023-03-04,58,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000092,2023-05,Material,M0071,COMP-FC-CASE-AL,飞控铝合金外壳,WH002,电子材料仓,BN230501-001,4269,2898.81,12375003.23,2023-03-24,38,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000093,2023-05,Material,M0072,COMP-FC-PCB-R1,RTK飞控主板,WH002,电子材料仓,BN230501-001,2483,2101.93,5219097.97,2023-04-14,17,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000094,2023-05,Material,M0073,PART-IMU-ADIS16505,ADIS16505工业级IMU,WH002,电子材料仓,BN230501-001,3625,1588.69,5758985.05,2023-02-17,73,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000095,2023-05,Material,M0074,PART-GNSS-RTK-F9P,ZED-F9P RTK定位模块,WH002,电子材料仓,BN230501-001,2947,3583.8,10561450.01,2023-01-29,92,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000096,2023-05,Material,M0075,PART-4G-MODULE,4G通信模块,WH002,电子材料仓,BN230501-001,2901,663.08,1923602.7,2023-03-05,57,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000097,2023-05,Material,M0076,COMP-FC-CASE-AL-IND,工业级铝合金外壳,WH002,电子材料仓,BN230501-001,3755,1587.72,5961904.41,2023-02-25,65,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000098,2023-05,Material,M0077,PART-MOTOR-2212-920KV,2212 920KV无刷电机,WH004,机电仓,BN230501-001,2652,56.48,149795.91,2023-04-15,16,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000099,2023-05,Material,M0078,PART-ESC-30A,30A电调,WH004,机电仓,BN230501-001,3704,4980.52,18447850.8,2023-02-11,79,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000100,2023-05,Material,M0079,PART-PROP-9045,9045塑料螺旋桨,WH004,机电仓,BN230501-001,2553,2534.36,6470232.88,2023-03-28,34,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000101,2023-05,Material,M0080,PART-CABLE-ESC,电调连接线,WH004,机电仓,BN230501-001,2678,4405.51,11797961.74,2023-03-11,51,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000102,2023-05,Material,M0081,PART-MOTOR-2312-960KV,2312 960KV高效电机,WH004,机电仓,BN230501-001,2830,1432.09,4052806.44,2023-03-08,54,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000103,2023-05,Material,M0082,PART-ESC-40A,40A电调,WH004,机电仓,BN230501-001,3320,3520.66,11688605.23,2023-02-14,76,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000104,2023-05,Material,M0083,PART-PROP-9450-CF,9450碳纤维螺旋桨,WH004,机电仓,BN230501-001,3684,3273.34,12058991.28,2023-01-11,110,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000105,2023-05,Material,M0084,PART-CABLE-ESC-SIL,硅胶电调线,WH004,机电仓,BN230501-001,2416,2777.47,6710356.38,2023-01-10,111,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000106,2023-05,Material,M0085,PART-MOTOR-4114-400KV,4114 400KV高扭矩电机,WH004,机电仓,BN230501-001,2904,4695.26,13635037.13,2023-04-11,20,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000107,2023-05,Material,M0086,PART-ESC-50A-FOC,50A FOC电调,WH004,机电仓,BN230501-001,2682,4449.67,11934005.31,2023-04-10,21,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000108,2023-05,Material,M0087,PART-PROP-1755-CF,1755碳纤维螺旋桨,WH004,机电仓,BN230501-001,3959,1369.02,5419940.6,2023-04-05,26,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000109,2023-05,Material,M0088,PART-CABLE-ESC-HD,加强型电调线,WH004,机电仓,BN230501-001,3670,1720.97,6315969.57,2023-01-23,98,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000110,2023-05,Material,M0089,PART-BAT-6S-10000,6S10000mAh智能电池,WH003,配件仓,BN230501-001,1281,1327.28,1700245.26,2023-01-05,116,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000111,2023-05,Material,M0090,COMP-BAT-MANAGER,双电池管理模块,WH003,配件仓,BN230501-001,3425,263.49,902441.19,2023-01-06,115,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000112,2023-05,Material,M0091,COMP-BAT-MOUNT,电池固定架,WH003,配件仓,BN230501-001,3731,1390.63,5188456.64,2023-01-08,113,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000113,2023-05,Material,M0092,PART-MCU-STM32F427,STM32F427主控芯片,WH002,电子材料仓,BN230501-001,2407,662.79,1595335.79,2023-01-16,105,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000114,2023-05,Material,M0093,PART-PCB-FC-4L,4层飞控PCB板,WH002,电子材料仓,BN230501-001,4457,3708.74,16529864.13,2023-04-04,27,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000115,2023-05,Material,M0094,PART-CRYSTAL-8M,8MHz晶振,WH002,电子材料仓,BN230501-001,3558,2808.93,9994156.06,2023-03-01,61,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000116,2023-05,Material,M0095,PART-CRYSTAL-32K,32.768KHz晶振,WH002,电子材料仓,BN230501-001,2634,3458.19,9108866.99,2023-01-01,120,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000117,2023-05,Material,M0096,PART-POWER-REG-5V,5V稳压芯片,WH002,电子材料仓,BN230501-001,2713,4174.63,11325768.88,2023-04-20,11,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000118,2023-05,Material,M0097,PART-POWER-REG-3.3V,3.3V稳压芯片,WH002,电子材料仓,BN230501-001,3623,2154.64,7806245.13,2023-04-06,25,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000119,2023-05,Material,M0098,PART-CONN-DF13-6P,DF13 6PIN连接器,WH002,电子材料仓,BN230501-001,2487,4495.92,11181347.14,2023-03-09,53,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000120,2023-05,Material,M0099,PART-RES-SMD-0402,0402贴片电阻,WH002,电子材料仓,BN230501-001,4071,209.08,851146.12,2023-01-04,117,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000121,2023-05,Material,M0100,PART-CAP-SMD-0402,0402贴片电容,WH002,电子材料仓,BN230501-001,3151,1255.15,3954988.36,2023-01-27,94,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000122,2023-05,Material,M0101,PART-MCU-STM32H743,STM32H743高性能芯片,WH002,电子材料仓,BN230501-001,2615,2803.82,7331986.06,2023-01-15,106,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000123,2023-05,Material,M0102,PART-PCB-FC-6L,6层飞控PCB板,WH002,电子材料仓,BN230501-001,4236,3749.89,15884547.93,2023-02-04,86,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000124,2023-05,Material,M0103,PART-CRYSTAL-25M,25MHz晶振,WH002,电子材料仓,BN230501-001,4344,4324.38,18785117.25,2023-03-25,37,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000125,2023-05,Material,M0104,PART-POWER-REG-5V-3A,5V 3A稳压模块,WH002,电子材料仓,BN230501-001,4450,893.49,3976036.41,2023-01-11,110,采购入库,PO-202305001,生产领用,2023-05-31,Active
INV0000126,2023-05,Material,M0105,PART-CONN-GH-1.25-6P,GH1.25 6PIN连接器,WH002,电子材料仓,BN230501-001,3265,3685.46,12033016.17,2023-04-02,29,采购入库,PO-202305001,生产领用,2023-05-31,Active
